wof:id,sg:id
873548125,SG_4VjPY2dwgRxPhaNqRCCVnp_47.104270_-97.216241@1294165850
873547183,SG_5fTtHToFgj8rcFO2bDG1hJ_47.402077_-97.061149@1294165850
873549019,SG_1Y4Oi1LX1qAWn015dWA56h_47.403231_-97.061360@1294165850
873548133,SG_094qycZqIf94sdEReaw7B6_48.239831_-101.284579@1294165850
873549029,SG_5yiwq0gFdrqjhs0RW8jeF0_48.042375_-98.341751@1294165850
873548147,SG_10ILPk987k0YjZjQIY14Pu_47.273031_-101.782112@1294165850
873549035,SG_26sXnMCP6vPc9hbh911BdF_46.767427_-100.798949@1294165850
873548165,SG_7bXXchyoKpbPpD4ZTI8tqo_48.111854_-98.863300@1294165850
873549043,SG_5lS23j0IfIkRe4Z3rvcIW8_48.210979_-101.285921@1294165850
386987703,SG_2u1HL8FWDlasfRO5tljsaA_46.136693_-98.089003@1294189808
873551005,SG_7aP7K1BDsBnqVxzQLZCZeM_46.860701_-96.881780@1294165850
873549065,SG_5VUiLnysbrvvjPirIRTR1J_46.268552_-96.876077@1294165850
873552013,SG_3irJg84n5pkK5Oc8FDVBwG_47.901557_-97.052160@1294165850
873549071,SG_3Y5B5aJlKLILCV6202tSJs_48.210213_-101.321334@1294165850
873552371,SG_1krdV82W4BPBlBthfgCmL4_46.885169_-96.793917@1294165850
387858917,SG_5dPUEwcwX4q839Bg9ZpJ8q_46.106567_-97.783485@1294189808
873549077,SG_6aGroaM23V8DAGSyJ7XYxU_46.884212_-97.997024@1294165850
873552381,SG_2AO3Twz6haHNPA2dLP1wHx_46.824996_-100.900802@1294165850
386988371,SG_0FEsh2tXly2eSAvXDaEq0i_46.105008_-98.090733@1294189808
873549095,SG_2PggGcrc95eb4WHD4oSvbE_47.890889_-100.141911@1294165850
873552389,SG_0ukHvT9qX7lRdfTUt6mjr7_46.883478_-96.810795@1294165850
873553013,SG_5t8vnUt8sboqyDT12gvzGn_46.861178_-96.817093@1294165850
873549105,SG_7SLBM9CBatNXY86YA8xwko_47.913920_-97.099125@1294165850
873552397,SG_0XcbCrNV3fE1z6AGkfK4GN_48.835256_-100.396734@1294165850
873553025,SG_00clxvhh5q1H9wzbkGrxPD_46.799324_-100.762728@1294165850
873552403,SG_1o3a4EBU9vNTETnObLuQ8V_48.224543_-100.016037@1294165850
873553033,SG_6lfXAqzgaQ5PifitB8ta5J_46.263860_-96.611090@1294165850
873552413,SG_1OWBHZdpmwC2YFlD9P8t4P_48.117792_-98.866747@1294165850
873553043,SG_0G3ZrwhuzRsI7cMO5bis1r_48.860806_-99.616886@1294165850
873552421,SG_2qf03wWTE0higWecyb5zvd_46.810002_-100.877944@1294165850
873552431,SG_7Wqx4uMbtlIn0dyZUQKIAi_46.124172_-98.090724@1294165850
873553051,SG_2qEw4fs8DuagaAgQmgDEEo_48.297995_-101.300819@1294165850
873552439,SG_5eZhlGdlp7W7CzTp2oHpXr_48.913545_-103.296659@1294165850
873553061,SG_3ClZbYnpI09a8Do1sIva0l_47.146640_-96.968051@1294165850
873552449,SG_2rYQ69CnUy51gDR296vaHL_46.277559_-101.780488@1294165850
873553069,SG_5FwXb9qHeWxUA6pAzSIXmL_46.829431_-96.803345@1294165850
873552457,SG_1BAwPGQogs74ylW8Hca44g_47.928210_-97.057054@1294165850
873553081,SG_1Rifp5iZBYHpxUD1aI605K_48.107873_-97.449113@1294165850
873552467,SG_18tHaS85Qh4fgItEr5pNsl_46.861573_-96.819640@1294165850
873553083,SG_2YGh9bWQYAxiT9humw1Hw0_48.108966_-98.857339@1294165850
873553093,SG_1ZL7h1sIgaVe1EojuuIjRq_47.911256_-97.044946@1294165850
873552475,SG_3jx2zS7xK0ce50SBSzskxi_46.855362_-96.798582@1294165850
873553103,SG_579uzH3qLt1yX5Tp62FLLg_47.678253_-99.125539@1294165850
873552485,SG_7EBQ7431WcX0XpPPSJrCUV_46.818163_-103.081990@1294165850
873552493,SG_7XPAbZWTT72saCDJSZUx7l_46.905849_-102.049245@1294165850
873553115,SG_5XDOOCppby02Tpr0rIqNpy_47.001432_-97.451748@1294165850
873553125,SG_5LR1bGE7WqkXrPHdYjovrO_47.930129_-97.050081@1294165850
873543047,SG_1b0xSNPysyAV1pgED9JK5W_46.523722_-97.934137@1294165850
873543057,SG_3DYqA1QHjtZFpRgmeAwUkT_48.117801_-99.027307@1294165850
873553135,SG_4NbFIzvrUkfJ5231PEI0XX_46.882999_-96.813656@1294165850
873549111,SG_4QLdCcq6GYFpXzESZR4CO5_46.824027_-100.883699@1294165850
873543065,SG_218wNshE1lmlOZh8FvRNLf_46.878139_-96.824069@1294165850
873553143,SG_4dTVE36Aui7oncppnhqBpu_48.207528_-101.306607@1294165850
873543073,SG_5gGtuuSg1NT8sxTbgvAeNh_46.881371_-102.783632@1294165850
873553153,SG_5JVqwx96nRywlmngN6wD7M_46.925631_-98.718454@1294165850
873544033,SG_3WnC7bUSqWSCAMuXx1GgK4_47.930128_-97.050176@1294165850
873543081,SG_7ktrqodcL4tYzwDgrXSyDQ_46.004463_-98.521550@1294165850
873544043,SG_2BDOCILHoo3adkks2yOBpm_46.807306_-100.784520@1294165850
873543097,SG_6WDCX2ubcCyGJIsQOgLirq_46.832811_-96.804559@1294165850
873544051,SG_0F3hSgVyxUphkr0ZT7rV2z_46.844085_-96.798594@1294165850
387873929,SG_6rVW9n33HFefK7riMHxZNe_46.138794_-98.093354@1294189808
873544057,SG_3LX2Eat5k7IJfjP74pnj7r_47.889380_-97.081164@1294165850
873543107,SG_56oRZu7ks6hU6m5YOfRZF4_48.182292_-101.296111@1294165850
873554007,SG_7Qh6LAnuGqtD5u5Ubz9QIy_48.275561_-101.425321@1294165850
873544067,SG_6gJYzAYQ3G7z6wpYisKXaI_47.902651_-97.045584@1294165850
873543113,SG_2DHHMTjsvCn4dw3w0fL8E7_46.800166_-100.787874@1294165850
873554015,SG_0FfKOK45CRpkbDFSgWboLo_48.234285_-101.314514@1294165850
873544075,SG_2F5jTVYdFUFZ3ZlifFtzxf_46.892227_-98.719843@1294165850
873543117,SG_7Su64kHdPt8oLKBveocJMj_48.928099_-97.818709@1294165850
873554021,SG_4HfdX8Zvau5K1YVnRxXdZp_48.149765_-103.622432@1294165850
873544085,SG_5zUrpBzzpxBFib1Q275mqU_46.682644_-97.009248@1294165850
873543127,SG_5rHP9Oqau5cgtA1Kr4RaPb_48.916762_-103.293946@1294165850
873554025,SG_6JUQA46AvzSfuBfqEAC6Na_48.268162_-97.365310@1294165850
873544093,SG_0D8Of5lFWFbzhUweCOKyxx_48.229923_-101.289792@1294165850
873543135,SG_6XaNTySEJKT1hZbzV02PxT_47.769742_-99.935577@1294165850
873554035,SG_6cj8rSxRZIcnFis8H0136f_46.806516_-100.784805@1294165850
873544103,SG_53L4RpI2bDrPXNEoufw4Qw_46.710609_-102.264954@1294165850
873543145,SG_3hg9MkccrqslLY89aquHNw_48.220809_-101.316553@1294165850
873554039,SG_2bxGjvFVc9l9MhcKMPG3na_47.875353_-97.029268@1294165850
873543151,SG_0nDoqj07pQxnTmmeAdcejT_46.902150_-102.045608@1294165850
873544111,SG_0s113LIpRfo4eGYZMmIbhy_46.821855_-100.596706@1294165850
873554045,SG_5S9iWn4dicdkOmDOI7sOUN_47.934182_-97.066541@1294165850
873543157,SG_1dptiJRbZtYPrAGkeDKHwU_46.902968_-102.040991@1294165850
873544121,SG_1VSdAh92At4NU2iZ4aVV30_46.901199_-102.042322@1294165850
873554053,SG_4DJrSA0LxD6lhvqlZJjEI5_47.929932_-97.046136@1294165850
873543167,SG_1QQsNqnlK5FNODswuVyiyl_46.882154_-96.808448@1294165850
873554059,SG_7UMs3xJr8KIYLDEeNK4V8N_48.794064_-97.622306@1294165850
873544125,SG_0zr1cYVH5pVbTSDD6mC9wC_46.890731_-103.182117@1294165850
873543175,SG_50mbtTFhLkSx2Cb34FBn7P_47.292372_-101.647466@1294165850
873554065,SG_5NYffygaDGH9bCmHQG5wv9_47.645167_-98.616085@1294165850
873543183,SG_5E4qx1cJ6wNFFK3F3teho4_48.211199_-101.327561@1294165850
873544135,SG_3Grf1nVF97ugeLG2dPlZQv_48.496884_-97.864756@1294165850
873554073,SG_7JcO9qBBqqM6ZaffgZwrkm_48.154870_-103.625830@1294165850
873543187,SG_2gnmVncpbsGV3Igt0GJvfo_46.824626_-100.775986@1294165850
873554079,SG_6lqxYYvtW76wf4AyMhZTWj_48.255099_-101.319583@1294165850
873543197,SG_5LreeClRA5swiYBHVwZxQU_48.207738_-101.315020@1294165850
873544143,SG_2RnY78VcFBw1qlJsKbmWCs_46.648856_-97.010679@1294165850
873554087,SG_061rkH1fXXSobbaAYdO58a_46.825115_-100.878731@1294165850
873543203,SG_0CX5AythiBMwbp6EEHD9dv_46.861718_-96.830028@1294165850
873554095,SG_4pOgA2sOHBfnH5GmceacGu_46.904947_-102.781808@1294165850
873543209,SG_0iTdqQ9iz3db6Yp5mtwwlE_48.112741_-98.861986@1294165850
873554099,SG_2I1VG1WBeuEMvMOx9KamDl_47.053968_-100.875985@1294165850
873543217,SG_4S65eqgT727qsPXUMXlU92_47.904075_-97.134947@1294165850
873554109,SG_64ptLrYaK5tJMkeqHd1KXF_46.889742_-96.899842@1294165850
873543223,SG_4CfTQvHx6EZIK7NIXwJ2zs_47.651757_-98.244021@1294165850
873544153,SG_6eTRutWk4bdM4zxVMEe6EA_48.219664_-101.296082@1294165850
873543227,SG_1QljGFXRZs9RLCLnR7xXhF_48.423583_-97.399091@1294165850
